state,date,sex,age,ethnicity,population
Terengganu,1/1/2025,both,10-14,chinese,1.9
Terengganu,1/1/2025,both,10-14,indian,0.1
Terengganu,1/1/2025,both,10-14,other_citizen,0.1
Terengganu,1/1/2025,both,10-14,other_noncitizen,0.4
Terengganu,1/1/2025,both,15-19,bumi_malay,107.1
Terengganu,1/1/2025,both,15-19,bumi_other,0.3
Terengganu,1/1/2025,both,15-19,chinese,1.7
Terengganu,1/1/2025,both,15-19,indian,0.1
Terengganu,1/1/2025,both,15-19,other_citizen,0.1
Terengganu,1/1/2025,both,15-19,other_noncitizen,1
Terengganu,1/1/2025,both,20-24,bumi_malay,109.3
Terengganu,1/1/2025,both,20-24,bumi_other,0.3
Terengganu,1/1/2025,both,20-24,chinese,1.5
Terengganu,1/1/2025,both,20-24,indian,0.2
Terengganu,1/1/2025,both,20-24,other_citizen,0.1
Terengganu,1/1/2025,both,20-24,other_noncitizen,4.6
Terengganu,1/1/2025,both,25-29,bumi_malay,100.7
Terengganu,1/1/2025,both,25-29,bumi_other,0.4
Terengganu,1/1/2025,both,25-29,chinese,1.7
Terengganu,1/1/2025,both,25-29,indian,0.6
Terengganu,1/1/2025,both,25-29,other_citizen,0.2
Terengganu,1/1/2025,both,25-29,other_noncitizen,7
Terengganu,1/1/2025,both,30-34,bumi_malay,84.4
Terengganu,1/1/2025,both,30-34,bumi_other,0.3
Terengganu,1/1/2025,both,30-34,chinese,1.4
Terengganu,1/1/2025,both,30-34,indian,0.1
Terengganu,1/1/2025,both,30-34,other_citizen,0.2
Terengganu,1/1/2025,both,30-34,other_noncitizen,7.1
Terengganu,1/1/2025,both,35-39,bumi_malay,82.1
Terengganu,1/1/2025,both,35-39,bumi_other,0.3
Terengganu,1/1/2025,both,35-39,chinese,1.5
Terengganu,1/1/2025,both,35-39,indian,0.1
Terengganu,1/1/2025,both,35-39,other_citizen,0.2
Terengganu,1/1/2025,both,35-39,other_noncitizen,6.2
Terengganu,1/1/2025,both,40-44,bumi_malay,78.4
Terengganu,1/1/2025,both,40-44,bumi_other,0.3
Terengganu,1/1/2025,both,40-44,chinese,1.9
Terengganu,1/1/2025,both,40-44,indian,0.1
Terengganu,1/1/2025,both,40-44,other_citizen,0.2
Terengganu,1/1/2025,both,40-44,other_noncitizen,4.4
Terengganu,1/1/2025,both,45-49,bumi_malay,60.7
Terengganu,1/1/2025,both,45-49,bumi_other,0.2
Terengganu,1/1/2025,both,45-49,chinese,1.5
Terengganu,1/1/2025,both,45-49,indian,0.1
Terengganu,1/1/2025,both,45-49,other_citizen,0.2
Terengganu,1/1/2025,both,45-49,other_noncitizen,2.7
Terengganu,1/1/2025,both,50-54,bumi_malay,53.4
Terengganu,1/1/2025,both,50-54,bumi_other,0.2
Terengganu,1/1/2025,both,50-54,chinese,1.4
Terengganu,1/1/2025,both,50-54,indian,0.1
Terengganu,1/1/2025,both,50-54,other_citizen,0.1
Terengganu,1/1/2025,both,50-54,other_noncitizen,1.6
Terengganu,1/1/2025,both,55-59,bumi_malay,46.8
Terengganu,1/1/2025,both,55-59,bumi_other,0.2
Terengganu,1/1/2025,both,55-59,chinese,1.4
Terengganu,1/1/2025,both,55-59,indian,0.1
Terengganu,1/1/2025,both,55-59,other_citizen,0.1
Terengganu,1/1/2025,both,55-59,other_noncitizen,1.1
Terengganu,1/1/2025,both,60-64,bumi_malay,44.1
Terengganu,1/1/2025,both,60-64,bumi_other,0.2
Terengganu,1/1/2025,both,60-64,chinese,1.5
Terengganu,1/1/2025,both,60-64,indian,0.1
Terengganu,1/1/2025,both,60-64,other_citizen,0.1
Terengganu,1/1/2025,both,60-64,other_noncitizen,0.6
Terengganu,1/1/2025,both,65-69,bumi_malay,32.7
Terengganu,1/1/2025,both,65-69,bumi_other,0.1
Terengganu,1/1/2025,both,65-69,chinese,1.2
Terengganu,1/1/2025,both,65-69,indian,0.1
Terengganu,1/1/2025,both,65-69,other_citizen,0.1
Terengganu,1/1/2025,both,65-69,other_noncitizen,0.3
Terengganu,1/1/2025,both,70-74,bumi_malay,21.6
Terengganu,1/1/2025,both,70-74,bumi_other,0.1
Terengganu,1/1/2025,both,70-74,chinese,0.9
Terengganu,1/1/2025,both,70-74,indian,0
Terengganu,1/1/2025,both,70-74,other_citizen,0
Terengganu,1/1/2025,both,70-74,other_noncitizen,0.1
Terengganu,1/1/2025,both,75-79,bumi_malay,11.9
Terengganu,1/1/2025,both,75-79,bumi_other,0
Terengganu,1/1/2025,both,75-79,chinese,0.6
Terengganu,1/1/2025,both,75-79,indian,0
Terengganu,1/1/2025,both,75-79,other_citizen,0
Terengganu,1/1/2025,both,75-79,other_noncitizen,0.1
Terengganu,1/1/2025,both,80-84,bumi_malay,5.7
Terengganu,1/1/2025,both,80-84,bumi_other,0
Terengganu,1/1/2025,both,80-84,chinese,0.3
Terengganu,1/1/2025,both,80-84,indian,0
Terengganu,1/1/2025,both,80-84,other_citizen,0
Terengganu,1/1/2025,both,80-84,other_noncitizen,0
Terengganu,1/1/2025,both,85+,bumi_malay,2.5
Terengganu,1/1/2025,both,85+,bumi_other,0
Terengganu,1/1/2025,both,85+,chinese,0.2
Terengganu,1/1/2025,both,85+,indian,0
Terengganu,1/1/2025,both,85+,other_citizen,0
Terengganu,1/1/2025,both,85+,other_noncitizen,0
Terengganu,1/1/2025,female,0-4,bumi_malay,59.4
Terengganu,1/1/2025,female,0-4,bumi_other,0.1
Terengganu,1/1/2025,female,0-4,chinese,0.3
Terengganu,1/1/2025,female,0-4,indian,0
Terengganu,1/1/2025,female,0-4,other_citizen,0.1
Terengganu,1/1/2025,female,0-4,other_noncitizen,0.4
Terengganu,1/1/2025,female,5-9,bumi_malay,52.8
Terengganu,1/1/2025,female,5-9,bumi_other,0.1
Terengganu,1/1/2025,female,5-9,chinese,0.6
Terengganu,1/1/2025,female,5-9,indian,0
Terengganu,1/1/2025,female,5-9,other_citizen,0.1
Terengganu,1/1/2025,female,5-9,other_noncitizen,0.3
Terengganu,1/1/2025,female,10-14,bumi_malay,51.8
Terengganu,1/1/2025,female,10-14,bumi_other,0.1
Terengganu,1/1/2025,female,10-14,chinese,1
Terengganu,1/1/2025,female,10-14,indian,0.1
Terengganu,1/1/2025,female,10-14,other_citizen,0.1
Terengganu,1/1/2025,female,10-14,other_noncitizen,0.2
Terengganu,1/1/2025,female,15-19,bumi_malay,51.9
Terengganu,1/1/2025,female,15-19,bumi_other,0.2
Terengganu,1/1/2025,female,15-19,chinese,0.8
Terengganu,1/1/2025,female,15-19,indian,0.1
Terengganu,1/1/2025,female,15-19,other_citizen,0.1
Terengganu,1/1/2025,female,15-19,other_noncitizen,0.2
Terengganu,1/1/2025,female,20-24,bumi_malay,53.1
Terengganu,1/1/2025,female,20-24,bumi_other,0.2
Terengganu,1/1/2025,female,20-24,chinese,0.7
Terengganu,1/1/2025,female,20-24,indian,0.1
Terengganu,1/1/2025,female,20-24,other_citizen,0.1
Terengganu,1/1/2025,female,20-24,other_noncitizen,0.7
Terengganu,1/1/2025,female,25-29,bumi_malay,50.2
Terengganu,1/1/2025,female,25-29,bumi_other,0.2
Terengganu,1/1/2025,female,25-29,chinese,0.9
Terengganu,1/1/2025,female,25-29,indian,0.4
Terengganu,1/1/2025,female,25-29,other_citizen,0.1
Terengganu,1/1/2025,female,25-29,other_noncitizen,0.8
Terengganu,1/1/2025,female,30-34,bumi_malay,41.1
Terengganu,1/1/2025,female,30-34,bumi_other,0.1
Terengganu,1/1/2025,female,30-34,chinese,0.7
Terengganu,1/1/2025,female,30-34,indian,0.1
Terengganu,1/1/2025,female,30-34,other_citizen,0.1
Terengganu,1/1/2025,female,30-34,other_noncitizen,0.8
Terengganu,1/1/2025,female,35-39,bumi_malay,40.4
Terengganu,1/1/2025,female,35-39,bumi_other,0.1
Terengganu,1/1/2025,female,35-39,chinese,0.7
Terengganu,1/1/2025,female,35-39,indian,0.1
Terengganu,1/1/2025,female,35-39,other_citizen,0.1
Terengganu,1/1/2025,female,35-39,other_noncitizen,0.8
Terengganu,1/1/2025,female,40-44,bumi_malay,38.3
Terengganu,1/1/2025,female,40-44,bumi_other,0.1
Terengganu,1/1/2025,female,40-44,chinese,0.9
Terengganu,1/1/2025,female,40-44,indian,0
Terengganu,1/1/2025,female,40-44,other_citizen,0.1
Terengganu,1/1/2025,female,40-44,other_noncitizen,0.7
Terengganu,1/1/2025,female,45-49,bumi_malay,30.1
Terengganu,1/1/2025,female,45-49,bumi_other,0.1
Terengganu,1/1/2025,female,45-49,chinese,0.7
Terengganu,1/1/2025,female,45-49,indian,0.1
Terengganu,1/1/2025,female,45-49,other_citizen,0.1
Terengganu,1/1/2025,female,45-49,other_noncitizen,0.7
Terengganu,1/1/2025,female,50-54,bumi_malay,27.4
Terengganu,1/1/2025,female,50-54,bumi_other,0.1
Terengganu,1/1/2025,female,50-54,chinese,0.6
Terengganu,1/1/2025,female,50-54,indian,0.1
Terengganu,1/1/2025,female,50-54,other_citizen,0.1
Terengganu,1/1/2025,female,50-54,other_noncitizen,0.6
Terengganu,1/1/2025,female,55-59,bumi_malay,24.7
Terengganu,1/1/2025,female,55-59,bumi_other,0.1
Terengganu,1/1/2025,female,55-59,chinese,0.7
Terengganu,1/1/2025,female,55-59,indian,0
Terengganu,1/1/2025,female,55-59,other_citizen,0
Terengganu,1/1/2025,female,55-59,other_noncitizen,0.4
Terengganu,1/1/2025,female,60-64,bumi_malay,23
Terengganu,1/1/2025,female,60-64,bumi_other,0.1
Terengganu,1/1/2025,female,60-64,chinese,0.7
Terengganu,1/1/2025,female,60-64,indian,0
Terengganu,1/1/2025,female,60-64,other_citizen,0.1
Terengganu,1/1/2025,female,60-64,other_noncitizen,0.2
Terengganu,1/1/2025,female,65-69,bumi_malay,17.5
Terengganu,1/1/2025,female,65-69,bumi_other,0.1
Terengganu,1/1/2025,female,65-69,chinese,0.6
Terengganu,1/1/2025,female,65-69,indian,0
Terengganu,1/1/2025,female,65-69,other_citizen,0
Terengganu,1/1/2025,female,65-69,other_noncitizen,0.1
Terengganu,1/1/2025,female,70-74,bumi_malay,11.5
Terengganu,1/1/2025,female,70-74,bumi_other,0
Terengganu,1/1/2025,female,70-74,chinese,0.5
Terengganu,1/1/2025,female,70-74,indian,0
Terengganu,1/1/2025,female,70-74,other_citizen,0
Terengganu,1/1/2025,female,70-74,other_noncitizen,0.1
Terengganu,1/1/2025,female,75-79,bumi_malay,6.4
Terengganu,1/1/2025,female,75-79,bumi_other,0
Terengganu,1/1/2025,female,75-79,chinese,0.3
Terengganu,1/1/2025,female,75-79,indian,0
Terengganu,1/1/2025,female,75-79,other_citizen,0
Terengganu,1/1/2025,female,75-79,other_noncitizen,0
Terengganu,1/1/2025,female,80-84,bumi_malay,3.5
Terengganu,1/1/2025,female,80-84,bumi_other,0
Terengganu,1/1/2025,female,80-84,chinese,0.2
Terengganu,1/1/2025,female,80-84,indian,0
Terengganu,1/1/2025,female,80-84,other_citizen,0
Terengganu,1/1/2025,female,80-84,other_noncitizen,0
Terengganu,1/1/2025,female,85+,bumi_malay,1.6
Terengganu,1/1/2025,female,85+,bumi_other,0
Terengganu,1/1/2025,female,85+,chinese,0.1
Terengganu,1/1/2025,female,85+,indian,0
Terengganu,1/1/2025,female,85+,other_citizen,0
Terengganu,1/1/2025,female,85+,other_noncitizen,0
Terengganu,1/1/2025,male,0-4,bumi_malay,63.4
Terengganu,1/1/2025,male,0-4,bumi_other,0.1
Terengganu,1/1/2025,male,0-4,chinese,0.3
Terengganu,1/1/2025,male,0-4,indian,0
Terengganu,1/1/2025,male,0-4,other_citizen,0.2
Terengganu,1/1/2025,male,0-4,other_noncitizen,0.5
Terengganu,1/1/2025,male,5-9,bumi_malay,53.8
Terengganu,1/1/2025,male,5-9,bumi_other,0.1
Terengganu,1/1/2025,male,5-9,chinese,0.7
Terengganu,1/1/2025,male,5-9,indian,0
Terengganu,1/1/2025,male,5-9,other_citizen,0.1
Terengganu,1/1/2025,male,5-9,other_noncitizen,0.4
Terengganu,1/1/2025,male,10-14,bumi_malay,54.8
Terengganu,1/1/2025,male,10-14,bumi_other,0.1
Terengganu,1/1/2025,male,10-14,chinese,0.9
Terengganu,1/1/2025,male,10-14,indian,0.1
Terengganu,1/1/2025,male,10-14,other_citizen,0.1
Terengganu,1/1/2025,male,10-14,other_noncitizen,0.2
Terengganu,1/1/2025,male,15-19,bumi_malay,55.2
Terengganu,1/1/2025,male,15-19,bumi_other,0.1
Terengganu,1/1/2025,male,15-19,chinese,0.9
Terengganu,1/1/2025,male,15-19,indian,0.1
Terengganu,1/1/2025,male,15-19,other_citizen,0.1
Terengganu,1/1/2025,male,15-19,other_noncitizen,0.8
Terengganu,1/1/2025,male,20-24,bumi_malay,56.2
Terengganu,1/1/2025,male,20-24,bumi_other,0.1
Terengganu,1/1/2025,male,20-24,chinese,0.8
Terengganu,1/1/2025,male,20-24,indian,0.1
Terengganu,1/1/2025,male,20-24,other_citizen,0.1
Terengganu,1/1/2025,male,20-24,other_noncitizen,4
Terengganu,1/1/2025,male,25-29,bumi_malay,50.5
Terengganu,1/1/2025,male,25-29,bumi_other,0.2
Terengganu,1/1/2025,male,25-29,chinese,0.8
Terengganu,1/1/2025,male,25-29,indian,0.2
Terengganu,1/1/2025,male,25-29,other_citizen,0.1
Terengganu,1/1/2025,male,25-29,other_noncitizen,6.2
Terengganu,1/1/2025,male,30-34,bumi_malay,43.3
Terengganu,1/1/2025,male,30-34,bumi_other,0.1
Terengganu,1/1/2025,male,30-34,chinese,0.8
Terengganu,1/1/2025,male,30-34,indian,0.1
Terengganu,1/1/2025,male,30-34,other_citizen,0.2
Terengganu,1/1/2025,male,30-34,other_noncitizen,6.3
Terengganu,1/1/2025,male,35-39,bumi_malay,41.7
Terengganu,1/1/2025,male,35-39,bumi_other,0.2
Terengganu,1/1/2025,male,35-39,chinese,0.8
Terengganu,1/1/2025,male,35-39,indian,0.1
Terengganu,1/1/2025,male,35-39,other_citizen,0.2
Terengganu,1/1/2025,male,35-39,other_noncitizen,5.4
Terengganu,1/1/2025,male,40-44,bumi_malay,40
Terengganu,1/1/2025,male,40-44,bumi_other,0.2
Terengganu,1/1/2025,male,40-44,chinese,1
Terengganu,1/1/2025,male,40-44,indian,0.1
Terengganu,1/1/2025,male,40-44,other_citizen,0.2
Terengganu,1/1/2025,male,40-44,other_noncitizen,3.7
Terengganu,1/1/2025,male,45-49,bumi_malay,30.5
Terengganu,1/1/2025,male,45-49,bumi_other,0.1
Terengganu,1/1/2025,male,45-49,chinese,0.8
Terengganu,1/1/2025,male,45-49,indian,0.1
Terengganu,1/1/2025,male,45-49,other_citizen,0.1
Terengganu,1/1/2025,male,45-49,other_noncitizen,2
Terengganu,1/1/2025,male,50-54,bumi_malay,26
Terengganu,1/1/2025,male,50-54,bumi_other,0.1
Terengganu,1/1/2025,male,50-54,chinese,0.8
Terengganu,1/1/2025,male,50-54,indian,0.1
Terengganu,1/1/2025,male,50-54,other_citizen,0.1
Terengganu,1/1/2025,male,50-54,other_noncitizen,1
Terengganu,1/1/2025,male,55-59,bumi_malay,22.1
Terengganu,1/1/2025,male,55-59,bumi_other,0.1
Terengganu,1/1/2025,male,55-59,chinese,0.7
Terengganu,1/1/2025,male,55-59,indian,0.1
Terengganu,1/1/2025,male,55-59,other_citizen,0
Terengganu,1/1/2025,male,55-59,other_noncitizen,0.7
Terengganu,1/1/2025,male,60-64,bumi_malay,21.1
Terengganu,1/1/2025,male,60-64,bumi_other,0.1
Terengganu,1/1/2025,male,60-64,chinese,0.8
Terengganu,1/1/2025,male,60-64,indian,0
Terengganu,1/1/2025,male,60-64,other_citizen,0
Terengganu,1/1/2025,male,60-64,other_noncitizen,0.4
Terengganu,1/1/2025,male,65-69,bumi_malay,15.2
Terengganu,1/1/2025,male,65-69,bumi_other,0.1
Terengganu,1/1/2025,male,65-69,chinese,0.6
Terengganu,1/1/2025,male,65-69,indian,0
Terengganu,1/1/2025,male,65-69,other_citizen,0
Terengganu,1/1/2025,male,65-69,other_noncitizen,0.2
Terengganu,1/1/2025,male,70-74,bumi_malay,10.1
Terengganu,1/1/2025,male,70-74,bumi_other,0
Terengganu,1/1/2025,male,70-74,chinese,0.4
Terengganu,1/1/2025,male,70-74,indian,0
Terengganu,1/1/2025,male,70-74,other_citizen,0
Terengganu,1/1/2025,male,70-74,other_noncitizen,0.1
Terengganu,1/1/2025,male,75-79,bumi_malay,5.5
Terengganu,1/1/2025,male,75-79,bumi_other,0
Terengganu,1/1/2025,male,75-79,chinese,0.3
Terengganu,1/1/2025,male,75-79,indian,0
Terengganu,1/1/2025,male,75-79,other_citizen,0
Terengganu,1/1/2025,male,75-79,other_noncitizen,0
Terengganu,1/1/2025,male,80-84,bumi_malay,2.3
Terengganu,1/1/2025,male,80-84,bumi_other,0
Terengganu,1/1/2025,male,80-84,chinese,0.2
Terengganu,1/1/2025,male,80-84,indian,0
Terengganu,1/1/2025,male,80-84,other_citizen,0
Terengganu,1/1/2025,male,80-84,other_noncitizen,0
Terengganu,1/1/2025,male,85+,bumi_malay,0.9
Terengganu,1/1/2025,male,85+,bumi_other,0
Terengganu,1/1/2025,male,85+,chinese,0.1
Terengganu,1/1/2025,male,85+,indian,0
Terengganu,1/1/2025,male,85+,other_citizen,0
Terengganu,1/1/2025,male,85+,other_noncitizen,0
W.P. Kuala Lumpur,1/1/2025,both,0-4,bumi_malay,58.9
W.P. Kuala Lumpur,1/1/2025,both,0-4,bumi_other,2
W.P. Kuala Lumpur,1/1/2025,both,0-4,chinese,21.3
W.P. Kuala Lumpur,1/1/2025,both,0-4,indian,6.2
W.P. Kuala Lumpur,1/1/2025,both,0-4,other_citizen,2.5
W.P. Kuala Lumpur,1/1/2025,both,0-4,other_noncitizen,9.7
W.P. Kuala Lumpur,1/1/2025,both,5-9,bumi_malay,67
W.P. Kuala Lumpur,1/1/2025,both,5-9,bumi_other,0.7
W.P. Kuala Lumpur,1/1/2025,both,5-9,chinese,41.2
W.P. Kuala Lumpur,1/1/2025,both,5-9,indian,10.7
W.P. Kuala Lumpur,1/1/2025,both,5-9,other_citizen,1.2
W.P. Kuala Lumpur,1/1/2025,both,5-9,other_noncitizen,5.9
W.P. Kuala Lumpur,1/1/2025,both,10-14,bumi_malay,61.7
W.P. Kuala Lumpur,1/1/2025,both,10-14,bumi_other,1.7
W.P. Kuala Lumpur,1/1/2025,both,10-14,chinese,44.8
W.P. Kuala Lumpur,1/1/2025,both,10-14,indian,10.9
W.P. Kuala Lumpur,1/1/2025,both,10-14,other_citizen,1.2
W.P. Kuala Lumpur,1/1/2025,both,10-14,other_noncitizen,1.3
W.P. Kuala Lumpur,1/1/2025,both,15-19,bumi_malay,59.4
W.P. Kuala Lumpur,1/1/2025,both,15-19,bumi_other,1.3
W.P. Kuala Lumpur,1/1/2025,both,15-19,chinese,63.4
W.P. Kuala Lumpur,1/1/2025,both,15-19,indian,13.8
W.P. Kuala Lumpur,1/1/2025,both,15-19,other_citizen,0.6
W.P. Kuala Lumpur,1/1/2025,both,15-19,other_noncitizen,4.3
W.P. Kuala Lumpur,1/1/2025,both,20-24,bumi_malay,60.6
W.P. Kuala Lumpur,1/1/2025,both,20-24,bumi_other,1
W.P. Kuala Lumpur,1/1/2025,both,20-24,chinese,53.2
W.P. Kuala Lumpur,1/1/2025,both,20-24,indian,14.6
W.P. Kuala Lumpur,1/1/2025,both,20-24,other_citizen,0.8
W.P. Kuala Lumpur,1/1/2025,both,20-24,other_noncitizen,12.2
W.P. Kuala Lumpur,1/1/2025,both,25-29,bumi_malay,51
W.P. Kuala Lumpur,1/1/2025,both,25-29,bumi_other,1.6
W.P. Kuala Lumpur,1/1/2025,both,25-29,chinese,41.1
W.P. Kuala Lumpur,1/1/2025,both,25-29,indian,11
W.P. Kuala Lumpur,1/1/2025,both,25-29,other_citizen,0.6
W.P. Kuala Lumpur,1/1/2025,both,25-29,other_noncitizen,41
W.P. Kuala Lumpur,1/1/2025,both,30-34,bumi_malay,81.3
W.P. Kuala Lumpur,1/1/2025,both,30-34,bumi_other,2.6
W.P. Kuala Lumpur,1/1/2025,both,30-34,chinese,51.9
W.P. Kuala Lumpur,1/1/2025,both,30-34,indian,13.5
W.P. Kuala Lumpur,1/1/2025,both,30-34,other_citizen,1
W.P. Kuala Lumpur,1/1/2025,both,30-34,other_noncitizen,54.8
W.P. Kuala Lumpur,1/1/2025,both,35-39,bumi_malay,90.2
W.P. Kuala Lumpur,1/1/2025,both,35-39,bumi_other,2.7
W.P. Kuala Lumpur,1/1/2025,both,35-39,chinese,68.8
W.P. Kuala Lumpur,1/1/2025,both,35-39,indian,16.8
W.P. Kuala Lumpur,1/1/2025,both,35-39,other_citizen,1.3
W.P. Kuala Lumpur,1/1/2025,both,35-39,other_noncitizen,59.1
W.P. Kuala Lumpur,1/1/2025,both,40-44,bumi_malay,90.8
W.P. Kuala Lumpur,1/1/2025,both,40-44,bumi_other,2.5
W.P. Kuala Lumpur,1/1/2025,both,40-44,chinese,88.1
W.P. Kuala Lumpur,1/1/2025,both,40-44,indian,19.7
W.P. Kuala Lumpur,1/1/2025,both,40-44,other_citizen,1.4
W.P. Kuala Lumpur,1/1/2025,both,40-44,other_noncitizen,40.7
W.P. Kuala Lumpur,1/1/2025,both,45-49,bumi_malay,62.4
W.P. Kuala Lumpur,1/1/2025,both,45-49,bumi_other,1.5
W.P. Kuala Lumpur,1/1/2025,both,45-49,chinese,72.4
W.P. Kuala Lumpur,1/1/2025,both,45-49,indian,16
W.P. Kuala Lumpur,1/1/2025,both,45-49,other_citizen,1
W.P. Kuala Lumpur,1/1/2025,both,45-49,other_noncitizen,24.6
W.P. Kuala Lumpur,1/1/2025,both,50-54,bumi_malay,48.5
W.P. Kuala Lumpur,1/1/2025,both,50-54,bumi_other,1
W.P. Kuala Lumpur,1/1/2025,both,50-54,chinese,57.7
W.P. Kuala Lumpur,1/1/2025,both,50-54,indian,13.7
W.P. Kuala Lumpur,1/1/2025,both,50-54,other_citizen,0.6
W.P. Kuala Lumpur,1/1/2025,both,50-54,other_noncitizen,7
W.P. Kuala Lumpur,1/1/2025,both,55-59,bumi_malay,29.9
W.P. Kuala Lumpur,1/1/2025,both,55-59,bumi_other,0.5
W.P. Kuala Lumpur,1/1/2025,both,55-59,chinese,37.4
W.P. Kuala Lumpur,1/1/2025,both,55-59,indian,8.7
W.P. Kuala Lumpur,1/1/2025,both,55-59,other_citizen,0.4
W.P. Kuala Lumpur,1/1/2025,both,55-59,other_noncitizen,2.9
W.P. Kuala Lumpur,1/1/2025,both,60-64,bumi_malay,29.1
W.P. Kuala Lumpur,1/1/2025,both,60-64,bumi_other,0.3
W.P. Kuala Lumpur,1/1/2025,both,60-64,chinese,33.2
W.P. Kuala Lumpur,1/1/2025,both,60-64,indian,8.1
W.P. Kuala Lumpur,1/1/2025,both,60-64,other_citizen,0.3
W.P. Kuala Lumpur,1/1/2025,both,60-64,other_noncitizen,1.5
W.P. Kuala Lumpur,1/1/2025,both,65-69,bumi_malay,17.1
W.P. Kuala Lumpur,1/1/2025,both,65-69,bumi_other,0.2
W.P. Kuala Lumpur,1/1/2025,both,65-69,chinese,21.5
W.P. Kuala Lumpur,1/1/2025,both,65-69,indian,4.9
W.P. Kuala Lumpur,1/1/2025,both,65-69,other_citizen,0.2
W.P. Kuala Lumpur,1/1/2025,both,65-69,other_noncitizen,2.3
W.P. Kuala Lumpur,1/1/2025,both,70-74,bumi_malay,23.6
W.P. Kuala Lumpur,1/1/2025,both,70-74,bumi_other,0.3
W.P. Kuala Lumpur,1/1/2025,both,70-74,chinese,16.1
W.P. Kuala Lumpur,1/1/2025,both,70-74,indian,3.8
W.P. Kuala Lumpur,1/1/2025,both,70-74,other_citizen,0.4
W.P. Kuala Lumpur,1/1/2025,both,70-74,other_noncitizen,1.3
W.P. Kuala Lumpur,1/1/2025,both,75-79,bumi_malay,15.9
W.P. Kuala Lumpur,1/1/2025,both,75-79,bumi_other,0.2
W.P. Kuala Lumpur,1/1/2025,both,75-79,chinese,11
W.P. Kuala Lumpur,1/1/2025,both,75-79,indian,2.7
W.P. Kuala Lumpur,1/1/2025,both,75-79,other_citizen,0.2
W.P. Kuala Lumpur,1/1/2025,both,75-79,other_noncitizen,0.8
W.P. Kuala Lumpur,1/1/2025,both,80-84,bumi_malay,8.2
W.P. Kuala Lumpur,1/1/2025,both,80-84,bumi_other,0.5
W.P. Kuala Lumpur,1/1/2025,both,80-84,chinese,5.4
W.P. Kuala Lumpur,1/1/2025,both,80-84,indian,1.3
W.P. Kuala Lumpur,1/1/2025,both,80-84,other_citizen,0.2
W.P. Kuala Lumpur,1/1/2025,both,80-84,other_noncitizen,0.6
W.P. Kuala Lumpur,1/1/2025,both,85+,bumi_malay,6.6
W.P. Kuala Lumpur,1/1/2025,both,85+,bumi_other,0.3
W.P. Kuala Lumpur,1/1/2025,both,85+,chinese,1.1
W.P. Kuala Lumpur,1/1/2025,both,85+,indian,0.6
W.P. Kuala Lumpur,1/1/2025,both,85+,other_citizen,0.1
W.P. Kuala Lumpur,1/1/2025,both,85+,other_noncitizen,0.6
W.P. Kuala Lumpur,1/1/2025,female,0-4,bumi_malay,28.5
W.P. Kuala Lumpur,1/1/2025,female,0-4,bumi_other,1
W.P. Kuala Lumpur,1/1/2025,female,0-4,chinese,10.2
W.P. Kuala Lumpur,1/1/2025,female,0-4,indian,3.1
W.P. Kuala Lumpur,1/1/2025,female,0-4,other_citizen,1.2
W.P. Kuala Lumpur,1/1/2025,female,0-4,other_noncitizen,4.5
W.P. Kuala Lumpur,1/1/2025,female,5-9,bumi_malay,33.7
W.P. Kuala Lumpur,1/1/2025,female,5-9,bumi_other,0.4
W.P. Kuala Lumpur,1/1/2025,female,5-9,chinese,19.7
W.P. Kuala Lumpur,1/1/2025,female,5-9,indian,5.3
W.P. Kuala Lumpur,1/1/2025,female,5-9,other_citizen,0.6
W.P. Kuala Lumpur,1/1/2025,female,5-9,other_noncitizen,3
W.P. Kuala Lumpur,1/1/2025,female,10-14,bumi_malay,29
W.P. Kuala Lumpur,1/1/2025,female,10-14,bumi_other,0.7
W.P. Kuala Lumpur,1/1/2025,female,10-14,chinese,21.2
W.P. Kuala Lumpur,1/1/2025,female,10-14,indian,5.1
W.P. Kuala Lumpur,1/1/2025,female,10-14,other_citizen,0.6
W.P. Kuala Lumpur,1/1/2025,female,10-14,other_noncitizen,0.5
W.P. Kuala Lumpur,1/1/2025,female,15-19,bumi_malay,29
W.P. Kuala Lumpur,1/1/2025,female,15-19,bumi_other,0.8
W.P. Kuala Lumpur,1/1/2025,female,15-19,chinese,30.7
W.P. Kuala Lumpur,1/1/2025,female,15-19,indian,6.1
W.P. Kuala Lumpur,1/1/2025,female,15-19,other_citizen,0.3
W.P. Kuala Lumpur,1/1/2025,female,15-19,other_noncitizen,2.1
W.P. Kuala Lumpur,1/1/2025,female,20-24,bumi_malay,28.9
W.P. Kuala Lumpur,1/1/2025,female,20-24,bumi_other,0.5
W.P. Kuala Lumpur,1/1/2025,female,20-24,chinese,24.8
W.P. Kuala Lumpur,1/1/2025,female,20-24,indian,6.6
W.P. Kuala Lumpur,1/1/2025,female,20-24,other_citizen,0.4
W.P. Kuala Lumpur,1/1/2025,female,20-24,other_noncitizen,2.6
W.P. Kuala Lumpur,1/1/2025,female,25-29,bumi_malay,25.4
W.P. Kuala Lumpur,1/1/2025,female,25-29,bumi_other,0.7
W.P. Kuala Lumpur,1/1/2025,female,25-29,chinese,20
W.P. Kuala Lumpur,1/1/2025,female,25-29,indian,5.1
W.P. Kuala Lumpur,1/1/2025,female,25-29,other_citizen,0.3
W.P. Kuala Lumpur,1/1/2025,female,25-29,other_noncitizen,7.6
